2020-07-22 15:08:20  |  True | 71 | 53 | 672020-07-22 15:08:45  |  True | 71 | 53 | 672020-07-22 15:08:54  |  True | 70 | 53 | 672020-07-22 15:10:10  |  True | 76 | 53 | 66
2020-07-22 15:11:11  |  True | 80 | 53 | 66
2020-07-22 15:12:12  |  True | 84 | 53 | 66
2020-07-22 15:13:12  |  True | 87 | 53 | 65
2020-07-22 15:14:13  |  True | 88 | 53 | 65
2020-07-22 15:15:13  |  True | 87 | 53 | 65
2020-07-22 15:16:14  |  True | 87 | 53 | 65
2020-07-22 15:17:15  |  True | 81 | 53 | 66
2020-07-22 15:18:15  |  True | 78 | 53 | 66
2020-07-22 15:19:16  |  True | 74 | 53 | 66
2020-07-22 15:20:17  |  True | 71 | 53 | 66
2020-07-22 15:21:17  |  True | 69 | 53 | 66
2020-07-22 15:22:18  |  True | 68 | 53 | 66
2020-07-22 15:23:19  |  True | 67 | 53 | 66
2020-07-22 15:24:19  |  True | 66 | 53 | 66
2020-07-22 15:25:20  |  True | 66 | 53 | 65
2020-07-22 15:26:21  |  True | 67 | 54 | 65
2020-07-22 15:27:21  |  True | 68 | 53 | 64
2020-07-22 15:28:22  |  True | 74 | 53 | 64
2020-07-22 15:29:22  |  True | 77 | 54 | 64
2020-07-22 15:30:23  |  True | 78 | 54 | 64
2020-07-22 15:31:24  |  True | 79 | 54 | 64
2020-07-22 15:32:24  |  True | 79 | 54 | 64
2020-07-22 15:33:25  |  True | 78 | 54 | 64
2020-07-22 15:34:26  |  True | 75 | 54 | 64
2020-07-22 15:35:27  |  True | 73 | 54 | 64
2020-07-22 15:36:27  |  True | 71 | 54 | 64
2020-07-22 15:37:28  |  True | 70 | 54 | 64
2020-07-22 15:38:29  |  True | 69 | 54 | 64
2020-07-22 15:39:29  |  True | 68 | 54 | 64
2020-07-22 15:40:30  |  True | 68 | 54 | 64
2020-07-22 15:41:31  |  True | 67 | 54 | 64
2020-07-22 15:42:32  |  True | 67 | 54 | 64
2020-07-22 15:43:32  |  True | 67 | 54 | 64
2020-07-22 15:44:33  |  True | 66 | 54 | 64
2020-07-22 15:45:34  |  True | 66 | 54 | 64
2020-07-22 15:46:34  |  True | 65 | 54 | 63
2020-07-22 15:47:35  |  True | 64 | 54 | 64
2020-07-22 15:48:36  |  True | 64 | 54 | 63
2020-07-22 15:49:36  |  True | 64 | 54 | 63
2020-07-22 15:50:37  |  True | 64 | 54 | 63
2020-07-22 15:51:38  |  True | 63 | 54 | 63
2020-07-22 15:52:38  |  True | 63 | 54 | 63
2020-07-22 15:53:39  |  True | 64 | 54 | 62
2020-07-22 15:54:40  |  True | 64 | 54 | 62
